"","X1","Date","Block","IUCR","Description","Arrest","Domestic","Beat","District","Ward","Year","Latitude","Longitude","date.only","hr","day.of.week","street.type","Primary.Type","Community.Area","FBI.Code","Location.Description"
"9225",9263,2018-09-30 04:02:00,"078XX S SOUTH SHORE DR","141B","UNLAWFUL USE OTHER FIREARM","No","No","0421","004","7",2018,41.754303906,-87.550534489,2018-09-30,"4","Sunday","DR","WEAPONS VIOLATION","43","15","PARKING LOT/GARAGE(NON.RESID.)"
"9226",9264,2018-10-19 14:50:00,"027XX W ADAMS ST","0620","UNLAWFUL ENTRY","No","No","1125","011","27",2018,41.878355646,-87.695112342,2018-10-19,"14","Friday","ST","BURGLARY","27","05","RESIDENCE-GARAGE"
"9227",9265,2018-08-23 18:30:00,"075XX N ROCKWELL ST","1320","TO VEHICLE","No","No","2411","024","50",2018,42.018803296,-87.694887485,2018-08-23,"18","Thursday","ST","CRIMINAL DAMAGE","2","14","STREET"
"9228",9266,2018-04-24 18:47:00,"076XX S STATE ST","2093","FOUND SUSPECT NARCOTICS","Yes","No","0623","006","6",2018,41.756259091,-87.624719943,2018-04-24,"18","Tuesday","ST","NARCOTICS","69","18","STREET"
"9229",9267,2018-12-17 18:50:00,"049XX S ST LAWRENCE AVE","0810","OVER $500","No","No","0223","002","4",2018,41.805293198,-87.611360883,2018-12-17,"18","Monday","AVE","THEFT","38","06","RESIDENTIAL YARD (FRONT/BACK)"
"9230",9268,2018-12-13 17:15:00,"054XX S EVERETT AVE","1365","TO RESIDENCE","No","No","0234","002","5",2018,41.796121077,-87.582561955,2018-12-13,"17","Thursday","AVE","CRIMINAL TRESPASS","41","26","APARTMENT"
"9231",9269,2018-12-06 07:00:00,"008XX W 52ND ST","0890","FROM BUILDING","No","No","0934","009","20",2018,NA,NA,2018-12-06,"7","Thursday","ST","THEFT","61","06","RESIDENCE"
"9232",9270,2018-06-08 19:40:00,"071XX S STATE ST","1320","TO VEHICLE","No","No","0323","003","6",2018,41.765102317,-87.624897558,2018-06-08,"19","Friday","ST","CRIMINAL DAMAGE","69","14","STREET"
"9233",9271,2018-05-10 22:11:00,"012XX S LAWNDALE AVE","2014","MANU/DELIVER: HEROIN (WHITE)","Yes","No","1011","010","24",2018,41.865812242,-87.717841156,2018-05-10,"22","Thursday","AVE","NARCOTICS","29","18","STREET"
"9234",9272,2018-08-24 22:00:00,"002XX W 71ST ST","0486","DOMESTIC BATTERY SIMPLE","No","Yes","0731","007","6",2018,41.765408922,-87.631481158,2018-08-24,"22","Friday","ST","BATTERY","69","08B","RESIDENCE"
"9235",9273,2018-01-10 09:30:00,"052XX W FULLERTON AVE","5011","LICENSE VIOLATION","No","No","2515","025","37",2018,41.92409822,-87.756629085,2018-01-10,"9","Wednesday","AVE","OTHER OFFENSE","19","26","CONVENIENCE STORE"
"9236",9274,2018-06-29 19:17:00,"075XX S DANTE AVE","5110","GUN OFFENDER: DUTY TO REGISTER","Yes","No","0411","004","5",2018,41.758001798,-87.58956331,2018-06-29,"19","Friday","AVE","OTHER OFFENSE","43","26","STREET"
"9237",9275,2018-05-13 13:00:00,"077XX S STEWART AVE","1310","TO PROPERTY","No","No","0623","006","17",2018,41.753527249,-87.634370258,2018-05-13,"13","Sunday","AVE","CRIMINAL DAMAGE","69","14","RESIDENCE"
"9238",9276,2018-11-13 16:15:00,"011XX W 63RD ST","0320","STRONGARM - NO WEAPON","No","No","0724","007","16",2018,41.779618399,-87.653767961,2018-11-13,"16","Tuesday","ST","ROBBERY","68","03","SIDEWALK"
"9239",9277,2018-05-22 14:00:00,"001XX N PARKSIDE AVE","501A","ANIMAL ABUSE/NEGLECT","No","No","1512","015","29",2018,41.883203863,-87.766610995,2018-05-22,"14","Tuesday","AVE","OTHER OFFENSE","25","26","STREET"
"9240",9278,2018-12-27 15:00:00,"060XX S CAMPBELL AVE","0920","ATT: AUTOMOBILE","No","No","0825","008","16",2018,41.783927682,-87.686215845,2018-12-27,"15","Thursday","AVE","MOTOR VEHICLE THEFT","66","07","STREET"
"9241",9279,2018-01-29 13:30:00,"054XX S WENTWORTH AVE","0560","SIMPLE","No","No","0225","002","3",2018,41.795991039,-87.630542489,2018-01-29,"13","Monday","AVE","ASSAULT","37","08A","SMALL RETAIL STORE"
"9242",9280,2018-06-12 22:06:00,"046XX W DIVERSEY AVE","0810","OVER $500","No","No","2521","025","31",2018,41.931582515,-87.742747165,2018-06-12,"22","Tuesday","AVE","THEFT","20","06","DEPARTMENT STORE"
"9243",9281,2018-10-31 03:16:00,"025XX W 61ST ST","0820","$500 AND UNDER","No","No","0825","008","16",2018,41.782865249,-87.686633514,2018-10-31,"3","Wednesday","ST","THEFT","66","06","STREET"
"9244",9282,2018-04-07 22:00:00,"013XX S SPAULDING AVE","1320","TO VEHICLE","No","Yes","1021","010","24",2018,41.86390688,-87.708031716,2018-04-07,"22","Saturday","AVE","CRIMINAL DAMAGE","29","14","STREET"
"9245",9283,2018-09-28 14:45:00,"057XX S CICERO AVE","0810","OVER $500","No","No","0813","008","23",2018,41.788987036,-87.74147999,2018-09-28,"14","Friday","AVE","THEFT","56","06","AIRPORT TERMINAL UPPER LEVEL - SECURE AREA"
"9246",9284,2018-01-23 01:00:00,"066XX S COTTAGE GROVE AVE","0890","FROM BUILDING","No","No","0321","003","20",2018,41.773984175,-87.605787815,2018-01-23,"1","Tuesday","AVE","THEFT","42","06","CONVENIENCE STORE"
"9247",9285,2018-06-11 20:30:00,"013XX W 14TH ST","0810","OVER $500","No","No","1233","012","2",2018,41.863375231,-87.659636657,2018-06-11,"20","Monday","ST","THEFT","28","06","PARK PROPERTY"
"9248",9286,2018-04-09 10:41:00,"009XX S AUSTIN BLVD","0460","SIMPLE","No","No","1513","015","29",2018,41.869786389,-87.774281815,2018-04-09,"10","Monday","BLVD","BATTERY","25","08B","NURSING HOME/RETIREMENT HOME"
"9249",9287,2018-03-30 11:00:00,"087XX S COLFAX AVE","1153","FINANCIAL IDENTITY THEFT OVER $ 300","No","Yes","0423","004","7",2018,41.736298888,-87.561129269,2018-03-30,"11","Friday","AVE","DECEPTIVE PRACTICE","46","11","RESIDENCE"
"9250",9288,2018-06-16 23:00:00,"047XX S LECLAIRE AVE","0610","FORCIBLE ENTRY","No","No","0814","008","23",2018,41.806678753,-87.750464929,2018-06-16,"23","Saturday","AVE","BURGLARY","56","05","RESIDENCE-GARAGE"
"9251",9289,2018-12-16 11:00:00,"025XX S MICHIGAN AVE","2826","HARASSMENT BY ELECTRONIC MEANS","No","No","0133","001","4",2018,41.846801978,-87.623527134,2018-12-16,"11","Sunday","AVE","OTHER OFFENSE","33","26","HOSPITAL BUILDING/GROUNDS"
"9252",9290,2018-08-10 04:00:00,"004XX N Clark St","0870","POCKET-PICKING","No","No","1831","018","42",2018,41.889751946,-87.631072891,2018-08-10,"4","Friday","St","THEFT","8","06","BAR OR TAVERN"
"9253",9291,2018-02-13 08:30:00,"031XX W 41ST ST","0890","FROM BUILDING","No","No","0921","009","14",2018,41.819013668,-87.70305379,2018-02-13,"8","Tuesday","ST","THEFT","58","06","APARTMENT"
"9254",9292,2018-08-12 17:30:00,"031XX S LAKE SHORE DR SB","0460","SIMPLE","No","No","0211","002","4",2018,41.837172947,-87.608243116,2018-08-12,"17","Sunday","SB","BATTERY","35","08B","OTHER"
"9255",9293,2018-06-01 19:00:00,"026XX N BURLING ST","0890","FROM BUILDING","No","No","1935","019","43",2018,41.930395726,-87.647708527,2018-06-01,"19","Friday","ST","THEFT","7","06","APARTMENT"
"9256",9294,2018-12-28 19:25:00,"014XX E 83RD ST","1812","POSS: CANNABIS MORE THAN 30GMS","Yes","No","0412","004","8",2018,41.744159563,-87.588719062,2018-12-28,"19","Friday","ST","NARCOTICS","45","18","STREET"
"9257",9295,2018-10-06 13:30:00,"032XX N CALIFORNIA AVE","0486","DOMESTIC BATTERY SIMPLE","No","Yes","1733","017","33",2018,41.940815951,-87.697867718,2018-10-06,"13","Saturday","AVE","BATTERY","21","08B","ALLEY"
"9258",9296,2018-09-18 06:15:00,"111XX S HOMEWOOD AVE","0820","$500 AND UNDER","No","No","2212","022","19",2018,41.691016103,-87.669837199,2018-09-18,"6","Tuesday","AVE","THEFT","75","06","STREET"
"9259",9297,2018-10-13 07:30:00,"024XX E 78TH ST","0486","DOMESTIC BATTERY SIMPLE","No","Yes","0421","004","7",2018,41.753567171,-87.564572519,2018-10-13,"7","Saturday","ST","BATTERY","43","08B","SIDEWALK"
"9260",9298,2018-02-21 12:54:00,"061XX N CLAREMONT AVE","0890","FROM BUILDING","No","No","2413","024","50",2018,41.993120525,-87.688519096,2018-02-21,"12","Wednesday","AVE","THEFT","2","06","APARTMENT"
"9261",9299,2018-01-05 01:50:00,"066XX S PEORIA ST","0486","DOMESTIC BATTERY SIMPLE","No","Yes","0723","007","17",2018,41.773727686,-87.647059017,2018-01-05,"1","Friday","ST","BATTERY","68","08B","RESIDENCE"
"9262",9300,2018-02-25 15:30:00,"044XX W 16TH ST","0620","UNLAWFUL ENTRY","Yes","No","1012","010","24",2018,41.85870136,-87.736461929,2018-02-25,"15","Sunday","ST","BURGLARY","29","05","APARTMENT"
"9263",9301,2018-10-24 08:57:00,"014XX S ALBANY AVE","0460","SIMPLE","No","No","1022","010","24",2018,41.862117771,-87.703038145,2018-10-24,"8","Wednesday","AVE","BATTERY","29","08B","SCHOOL, PUBLIC, GROUNDS"
"9264",9302,2018-07-14 00:00:00,"061XX S KENWOOD AVE","0870","POCKET-PICKING","No","No","0314","003","20",2018,41.783522021,-87.593125671,2018-07-14,"0","Saturday","AVE","THEFT","42","06","NURSING HOME/RETIREMENT HOME"
"9265",9303,2018-12-09 14:30:00,"108XX S VERNON AVE","0560","SIMPLE","No","Yes","0513","005","9",2018,41.697604338,-87.612284664,2018-12-09,"14","Sunday","AVE","ASSAULT","49","08A","RESIDENCE"
"9266",9304,2018-07-03 22:00:00,"004XX S STATE ST","0460","SIMPLE","No","No","0113","001","2",2018,41.876607964,-87.627644063,2018-07-03,"22","Tuesday","ST","BATTERY","32","08B","CTA PLATFORM"
"9267",9305,2018-07-18 20:15:00,"066XX N CLARK ST","0334","ATTEMPT: ARMED-KNIFE/CUT INSTR","Yes","No","2432","024","40",2018,42.002351762,-87.672079596,2018-07-18,"20","Wednesday","ST","ROBBERY","1","03","CONVENIENCE STORE"
"9268",9306,2018-02-13 20:10:00,"069XX S WESTERN AVE","0870","POCKET-PICKING","No","No","0832","008","17",2018,41.7678792,-87.683327303,2018-02-13,"20","Tuesday","AVE","THEFT","66","06","STREET"
"9269",9307,2018-07-29 17:46:00,"036XX N HALSTED ST","1310","TO PROPERTY","Yes","No","1923","019","44",2018,41.948279589,-87.649516667,2018-07-29,"17","Sunday","ST","CRIMINAL DAMAGE","6","14","OTHER"
"9270",9308,2018-01-14 15:00:00,"028XX S QUINN ST","1130","FRAUD OR CONFIDENCE GAME","No","No","0913","009","11",2018,41.842139626,-87.651638847,2018-01-14,"15","Sunday","ST","DECEPTIVE PRACTICE","60","11","RESIDENCE"
"9271",9309,2018-03-02 21:05:00,"033XX W WALNUT ST","143A","UNLAWFUL POSS OF HANDGUN","Yes","No","1123","011","28",2018,41.88534469,-87.710000447,2018-03-02,"21","Friday","ST","WEAPONS VIOLATION","27","15","RESIDENCE PORCH/HALLWAY"
"9272",9310,2018-02-04 01:31:00,"028XX N MILWAUKEE AVE","051A","AGGRAVATED: HANDGUN","No","No","1412","014","35",2018,41.932922417,-87.713723377,2018-02-04,"1","Sunday","AVE","ASSAULT","21","04A","ALLEY"
"9273",9311,2018-04-28 16:30:00,"010XX W ADDISON ST","0460","SIMPLE","No","No","1923","019","44",2018,41.947225886,-87.655545441,2018-04-28,"16","Saturday","ST","BATTERY","6","08B","SPORTS ARENA/STADIUM"
"9274",9312,2018-10-11 15:15:00,"025XX W 71ST ST","0520","AGGRAVATED:KNIFE/CUTTING INSTR","No","Yes","0832","008","18",2018,41.764648542,-87.686134696,2018-10-11,"15","Thursday","ST","ASSAULT","66","04A","RESIDENCE"
"9275",9313,2018-08-28 23:50:00,"016XX W LUNT AVE","0281","NON-AGGRAVATED","No","No","2431","024","49",2018,42.009037537,-87.67081452,2018-08-28,"23","Tuesday","AVE","CRIM SEXUAL ASSAULT","1","02","APARTMENT"
"9276",9314,2018-02-10 20:10:00,"063XX S KEDZIE AVE","0486","DOMESTIC BATTERY SIMPLE","No","Yes","0823","008","15",2018,41.777715194,-87.703106371,2018-02-10,"20","Saturday","AVE","BATTERY","66","08B","APARTMENT"
"9277",9315,2018-10-30 22:30:00,"005XX N CENTRAL AVE","0820","$500 AND UNDER","No","No","1523","015","37",2018,41.890128925,-87.765212935,2018-10-30,"22","Tuesday","AVE","THEFT","25","06","ALLEY"
"9278",9316,2018-10-02 07:00:00,"075XX N PAULINA ST","0820","$500 AND UNDER","No","No","2422","024","49",2018,42.018498254,-87.672983233,2018-10-02,"7","Tuesday","ST","THEFT","1","06","CTA STATION"
"9279",9317,2018-09-04 10:50:00,"047XX N POTAWATOMIE AVE","0820","$500 AND UNDER","No","No","1614","016","36",2018,41.965584984,-87.842749282,2018-09-04,"10","Tuesday","AVE","THEFT","76","06","RESIDENCE PORCH/HALLWAY"
"9280",9318,2018-07-26 12:05:00,"022XX N KNOX AVE","0460","SIMPLE","No","No","2522","025","31",2018,41.92146096,-87.742583297,2018-07-26,"12","Thursday","AVE","BATTERY","19","08B","FACTORY/MANUFACTURING BUILDING"
"9281",9319,2018-07-25 00:00:00,"048XX N SHERIDAN RD","1152","ILLEGAL USE CASH CARD","No","No","2024","020","46",2018,NA,NA,2018-07-25,"0","Wednesday","RD","DECEPTIVE PRACTICE","3","11","OTHER"
"9282",9320,2018-11-21 20:15:00,"078XX S ESSEX AVE","0486","DOMESTIC BATTERY SIMPLE","No","Yes","0421","004","7",2018,41.75303256,-87.563831274,2018-11-21,"20","Wednesday","AVE","BATTERY","43","08B","APARTMENT"
"9283",9321,2018-08-03 11:30:00,"0000X W CERMAK RD","1130","FRAUD OR CONFIDENCE GAME","No","No","0131","001","3",2018,41.852901521,-87.628275435,2018-08-03,"11","Friday","RD","DECEPTIVE PRACTICE","33","11","STREET"
"9284",9322,2018-03-04 04:50:00,"101XX S HALSTED ST","1310","TO PROPERTY","No","No","2232","022","34",2018,41.709804324,-87.642908658,2018-03-04,"4","Sunday","ST","CRIMINAL DAMAGE","73","14","OTHER"
"9285",9323,2018-04-17 08:58:00,"012XX W 83RD ST","502P","FALSE/STOLEN/ALTERED TRP","Yes","No","0613","006","21",2018,41.743204278,-87.65423268,2018-04-17,"8","Tuesday","ST","OTHER OFFENSE","71","26","STREET"
"9286",9324,2018-12-18 00:30:00,"036XX N WESTERN AVE","1150","CREDIT CARD FRAUD","No","No","1921","019","47",2018,41.947277209,-87.688271827,2018-12-18,"0","Tuesday","AVE","DECEPTIVE PRACTICE","5","11","RESTAURANT"
"9287",9325,2018-10-21 21:00:00,"006XX W WRIGHTWOOD AVE","0890","FROM BUILDING","No","No","1935","019","43",2018,41.929231124,-87.644781073,2018-10-21,"21","Sunday","AVE","THEFT","7","06","APARTMENT"
"9288",9326,2018-06-18 06:30:00,"089XX S JUSTINE ST","1320","TO VEHICLE","No","No","2221","022","21",2018,41.731497162,-87.66172353,2018-06-18,"6","Monday","ST","CRIMINAL DAMAGE","73","14","STREET"
"9289",9327,2018-01-11 10:10:00,"045XX W FULTON ST","0820","$500 AND UNDER","No","No","1113","011","28",2018,41.885336626,-87.73901979,2018-01-11,"10","Thursday","ST","THEFT","26","06","STREET"
"9290",9328,2018-08-30 19:00:00,"0000X E 116TH ST","0460","SIMPLE","No","No","0532","005","9",2018,41.682549627,-87.62208441,2018-08-30,"19","Thursday","ST","BATTERY","53","08B","STREET"
"9291",9329,2018-07-17 17:00:00,"003XX N DEARBORN ST","1150","CREDIT CARD FRAUD","No","No","1831","018","42",2018,41.888057631,-87.629545308,2018-07-17,"17","Tuesday","ST","DECEPTIVE PRACTICE","8","11","OTHER"
"9292",9330,2018-02-14 16:50:00,"091XX S COMMERCIAL AVE","0860","RETAIL THEFT","Yes","No","0423","004","10",2018,41.729170867,-87.551235346,2018-02-14,"16","Wednesday","AVE","THEFT","46","06","SMALL RETAIL STORE"
"9293",9331,2018-08-27 10:15:00,"002XX W ADAMS ST","0460","SIMPLE","No","No","0122","001","42",2018,41.879383612,-87.634124064,2018-08-27,"10","Monday","ST","BATTERY","32","08B","SIDEWALK"
"9294",9332,2018-08-25 13:10:00,"0000X W 95TH ST","0820","$500 AND UNDER","No","No","0511","005","21",2018,41.721623049,-87.624701342,2018-08-25,"13","Saturday","ST","THEFT","49","06","OTHER COMMERCIAL TRANSPORTATION"
"9295",9333,2018-02-13 14:12:00,"001XX W RANDOLPH ST","0110","FIRST DEGREE MURDER","Yes","No","0122","001","42",2018,41.884476226,-87.631310613,2018-02-13,"14","Tuesday","ST","HOMICIDE","32","01A","GOVERNMENT BUILDING"
"9296",9334,2018-11-01 18:45:00,"007XX N PINE AVE","1320","TO VEHICLE","No","No","1524","015","37",2018,41.894385234,-87.763548115,2018-11-01,"18","Thursday","AVE","CRIMINAL DAMAGE","25","14","STREET"
"9297",9335,2018-01-10 10:10:00,"014XX N LATROBE AVE","0486","DOMESTIC BATTERY SIMPLE","No","Yes","2532","025","37",2018,41.906496416,-87.757118153,2018-01-10,"10","Wednesday","AVE","BATTERY","25","08B","RESIDENCE"
"9298",9336,2018-10-04 08:00:00,"052XX S CORNELL AVE","0486","DOMESTIC BATTERY SIMPLE","No","Yes","0234","002","4",2018,41.800558144,-87.585862293,2018-10-04,"8","Thursday","AVE","BATTERY","41","08B","RESIDENCE"
"9299",9337,2018-11-27 14:00:00,"001XX N STATE ST","0860","RETAIL THEFT","Yes","No","0111","001","42",2018,41.883500187,-87.627876698,2018-11-27,"14","Tuesday","ST","THEFT","32","06","SMALL RETAIL STORE"
"9300",9338,2018-07-30 09:00:00,"019XX N CICERO AVE","0810","OVER $500","No","No","2533","025","31",2018,41.915729613,-87.746056778,2018-07-30,"9","Monday","AVE","THEFT","19","06","PARKING LOT/GARAGE(NON.RESID.)"
"9301",9339,2018-02-11 02:00:00,"003XX N GREEN ST","0820","$500 AND UNDER","No","No","1214","012","27",2018,41.887676641,-87.648687002,2018-02-11,"2","Sunday","ST","THEFT","28","06","STREET"
"9302",9340,2018-09-08 03:47:00,"049XX W ERIE ST","0486","DOMESTIC BATTERY SIMPLE","Yes","Yes","1532","015","37",2018,41.892240472,-87.749048627,2018-09-08,"3","Saturday","ST","BATTERY","25","08B","APARTMENT"
"9303",9341,2018-04-22 01:30:00,"012XX S KOLIN AVE","1320","TO VEHICLE","No","No","1011","010","24",2018,41.865089368,-87.733707829,2018-04-22,"1","Sunday","AVE","CRIMINAL DAMAGE","29","14","STREET"
"9304",9342,2018-10-15 10:00:00,"068XX S ARTESIAN AVE","0486","DOMESTIC BATTERY SIMPLE","No","Yes","0832","008","17",2018,41.769420427,-87.684594765,2018-10-15,"10","Monday","AVE","BATTERY","66","08B","RESIDENCE"
"9305",9343,2018-03-20 11:00:00,"053XX N LARAMIE AVE","1153","FINANCIAL IDENTITY THEFT OVER $ 300","No","No","1623","016","45",2018,41.977871771,-87.757846944,2018-03-20,"11","Tuesday","AVE","DECEPTIVE PRACTICE","11","11","RESIDENCE"
"9306",9344,2018-04-19 00:01:00,"077XX S EAST END AVE","1320","TO VEHICLE","No","No","0414","004","8",2018,41.754550465,-87.583383794,2018-04-19,"0","Thursday","AVE","CRIMINAL DAMAGE","43","14","STREET"
"9307",9345,2018-10-02 04:30:00,"089XX S ESSEX AVE","0910","AUTOMOBILE","No","No","0423","004","7",2018,41.732475226,-87.563457529,2018-10-02,"4","Tuesday","AVE","MOTOR VEHICLE THEFT","48","07","STREET"
"9308",9346,2018-07-25 22:00:00,"085XX S MUSKEGON AVE","2820","TELEPHONE THREAT","No","No","0423","004","7",2018,41.740127827,-87.555121917,2018-07-25,"22","Wednesday","AVE","OTHER OFFENSE","46","26","APARTMENT"
"9309",9347,2018-01-18 03:00:00,"051XX S KEATING AVE","0820","$500 AND UNDER","No","No","0815","008","23",2018,41.799905081,-87.741724282,2018-01-18,"3","Thursday","AVE","THEFT","56","06","VACANT LOT/LAND"
"9310",9348,2018-06-10 21:50:00,"029XX W WALTON ST","2825","HARASSMENT BY TELEPHONE","No","Yes","1211","012","26",2018,41.898031667,-87.701028537,2018-06-10,"21","Sunday","ST","OTHER OFFENSE","24","26","APARTMENT"
"9311",9349,2018-11-08 12:30:00,"018XX W OGDEN AVE","0810","OVER $500","No","No","1225","012","27",2018,41.87664843,-87.671783425,2018-11-08,"12","Thursday","AVE","THEFT","28","06","STREET"
"9312",9350,2018-08-25 07:29:00,"011XX S SACRAMENTO BLVD","1365","TO RESIDENCE","No","No","1135","011","28",2018,41.867618773,-87.700817999,2018-08-25,"7","Saturday","BLVD","CRIMINAL TRESPASS","29","26","APARTMENT"
"9313",9351,2018-03-09 15:00:00,"070XX S EAST END AVE","0910","AUTOMOBILE","No","No","0332","003","5",2018,41.767466923,-87.582819161,2018-03-09,"15","Friday","AVE","MOTOR VEHICLE THEFT","43","07","STREET"
"9314",9352,2018-05-29 09:58:00,"073XX S MICHIGAN AVE","1310","TO PROPERTY","No","Yes","0323","003","6",2018,41.761388108,-87.621599317,2018-05-29,"9","Tuesday","AVE","CRIMINAL DAMAGE","69","14","RESIDENCE"
"9315",9353,2018-03-27 07:30:00,"091XX S WOODLAWN AVE","0330","AGGRAVATED","No","No","0413","004","8",2018,41.728773963,-87.594941458,2018-03-27,"7","Tuesday","AVE","ROBBERY","47","03","SIDEWALK"
"9316",9355,2018-08-31 19:18:00,"039XX N PULASKI RD","0460","SIMPLE","No","No","1732","017","39",2018,41.953048459,-87.727597607,2018-08-31,"19","Friday","RD","BATTERY","16","08B","SIDEWALK"
"9317",9356,2018-12-28 02:37:00,"056XX S WOOD ST","141A","UNLAWFUL USE HANDGUN","No","No","0715","007","15",2018,41.791383849,-87.669371561,2018-12-28,"2","Friday","ST","WEAPONS VIOLATION","67","15","SIDEWALK"
"9318",9357,2018-04-12 17:00:00,"005XX N DEARBORN ST","1320","TO VEHICLE","No","No","1831","018","42",2018,41.891946946,-87.629664215,2018-04-12,"17","Thursday","ST","CRIMINAL DAMAGE","8","14","RESIDENCE-GARAGE"
"9319",9358,2018-04-28 22:59:00,"058XX S PULASKI RD","143A","UNLAWFUL POSS OF HANDGUN","No","No","0813","008","13",2018,41.787529202,-87.723005355,2018-04-28,"22","Saturday","RD","WEAPONS VIOLATION","62","15","STREET"
"9320",9359,2018-05-20 22:00:00,"0000X N CICERO AVE","0810","OVER $500","No","No","1113","011","28",2018,41.880934211,-87.745292215,2018-05-20,"22","Sunday","AVE","THEFT","25","06","PARKING LOT/GARAGE(NON.RESID.)"
"9321",9360,2018-06-02 04:05:00,"015XX W 83RD ST","0486","DOMESTIC BATTERY SIMPLE","No","Yes","0614","006","21",2018,41.743090402,-87.661939844,2018-06-02,"4","Saturday","ST","BATTERY","71","08B","ALLEY"
"9322",9361,2018-10-12 19:00:00,"132XX S BUFFALO AVE","0610","FORCIBLE ENTRY","No","No","0433","004","10",2018,41.654782514,-87.543514749,2018-10-12,"19","Friday","AVE","BURGLARY","55","05","RESIDENCE"
"9323",9362,2018-05-15 21:00:00,"022XX N WASHTENAW AVE","0820","$500 AND UNDER","No","No","1431","014","1",2018,41.922169769,-87.695539408,2018-05-15,"21","Tuesday","AVE","THEFT","22","06","RESTAURANT"
"9324",9363,2018-04-23 09:00:00,"013XX S BLUE ISLAND AVE","0820","$500 AND UNDER","No","No","1232","012","2",2018,41.864137536,-87.655803289,2018-04-23,"9","Monday","AVE","THEFT","28","06","APARTMENT"
"9325",9364,2018-10-07 22:45:00,"002XX W 38TH PL","0890","FROM BUILDING","No","Yes","0915","009","3",2018,41.824546923,-87.633066353,2018-10-07,"22","Sunday","PL","THEFT","34","06","CHA APARTMENT"
"9326",9365,2018-02-16 19:39:00,"109XX S DOTY AVE W","0860","RETAIL THEFT","Yes","No","0513","005","9",2018,41.695982095,-87.596653142,2018-02-16,"19","Friday","W","THEFT","50","06","DEPARTMENT STORE"
"9327",9366,2018-08-07 19:30:00,"064XX N RIDGE BLVD","0910","AUTOMOBILE","No","No","2412","024","50",2018,41.998992694,-87.677309008,2018-08-07,"19","Tuesday","BLVD","MOTOR VEHICLE THEFT","2","07","STREET"
"9328",9367,2018-10-03 16:04:00,"010XX W 104TH PL","0486","DOMESTIC BATTERY SIMPLE","No","Yes","2232","022","34",2018,41.704130735,-87.648693155,2018-10-03,"16","Wednesday","PL","BATTERY","73","08B","RESIDENCE"
"9329",9368,2018-03-20 23:40:00,"106XX S HOXIE AVE","141B","UNLAWFUL USE OTHER FIREARM","No","No","0434","004","10",2018,41.701863753,-87.560798042,2018-03-20,"23","Tuesday","AVE","WEAPONS VIOLATION","51","15","STREET"
"9330",9369,2018-08-02 20:01:00,"004XX N RUSH ST","0870","POCKET-PICKING","No","No","1834","018","42",2018,41.890380784,-87.625329284,2018-08-02,"20","Thursday","ST","THEFT","8","06","SIDEWALK"
"9331",9370,2018-02-13 21:40:00,"016XX N PULASKI RD","0530","AGGRAVATED: OTHER DANG WEAPON","No","No","2535","025","30",2018,41.91065736,-87.726356347,2018-02-13,"21","Tuesday","RD","ASSAULT","23","04A","PARKING LOT/GARAGE(NON.RESID.)"
"9332",9371,2018-07-06 15:24:00,"108XX S UNION AVE","0460","SIMPLE","No","No","2233","022","34",2018,41.697391363,-87.640112099,2018-07-06,"15","Friday","AVE","BATTERY","49","08B","STREET"
"9333",9372,2018-01-20 10:59:00,"054XX W MADISON ST","0860","RETAIL THEFT","Yes","No","1522","015","29",2018,41.880279804,-87.762443285,2018-01-20,"10","Saturday","ST","THEFT","25","06","GROCERY FOOD STORE"
"9334",9373,2018-01-19 12:00:00,"015XX W MADISON ST","0910","AUTOMOBILE","No","No","1224","012","27",2018,41.881474545,-87.664973182,2018-01-19,"12","Friday","ST","MOTOR VEHICLE THEFT","28","07","STREET"
"9335",9374,2018-10-20 18:30:00,"047XX W LAKE ST","1350","TO STATE SUP LAND","Yes","No","1113","011","28",2018,41.886530554,-87.74438154,2018-10-20,"18","Saturday","ST","CRIMINAL TRESPASS","25","26","CTA STATION"
"9336",9375,2018-12-25 11:20:00,"005XX E 72ND ST","0430","AGGRAVATED: OTHER DANG WEAPON","Yes","No","0323","003","6",2018,41.763932967,-87.612499194,2018-12-25,"11","Tuesday","ST","BATTERY","69","04B","APARTMENT"
"9337",9376,2018-04-22 02:30:00,"008XX N RIDGEWAY AVE","031A","ARMED: HANDGUN","No","No","1112","011","27",2018,41.895881475,-87.719987724,2018-04-22,"2","Sunday","AVE","ROBBERY","23","03","SIDEWALK"
"9338",9377,2018-11-14 19:10:00,"095XX S GREENWOOD AVE","041A","AGGRAVATED: HANDGUN","No","No","0511","005","8",2018,41.721282658,-87.597184751,2018-11-14,"19","Wednesday","AVE","BATTERY","50","04B","ALLEY"
"9339",9378,2018-09-17 19:15:00,"007XX N WABASH AVE","031A","ARMED: HANDGUN","No","No","1834","018","42",2018,41.895296623,-87.626813961,2018-09-17,"19","Monday","AVE","ROBBERY","8","03","STREET"
"9340",9379,2018-01-27 10:00:00,"076XX S COLES AVE","0545","PRO EMP HANDS NO/MIN INJURY","No","Yes","0421","004","7",2018,41.756812461,-87.555422493,2018-01-27,"10","Saturday","AVE","ASSAULT","43","08A","RESIDENCE"
"9341",9380,2018-08-02 19:30:00,"002XX E GRAND AVE","0890","FROM BUILDING","No","No","1834","018","42",2018,41.891764728,-87.622357433,2018-08-02,"19","Thursday","AVE","THEFT","8","06","RESTAURANT"
